account_id,customer-id,card_number,account_type,account_tier,account_standing
deb0e632-0aa6-42c2-ac38-c7bed8d6acbd,64cbccd2-626c-403e-a664-0d119a40c16e,5327-3008-7391-8527,credit,bronze,red
7b60428c-28d0-4b44-9bc5-cf9311e61213,af71b879-de94-40b1-bd0a-48d3e63cfad0,5337-1521-3226-8311,debit,bronze,green
2a632315-6ede-4483-889b-377fa124dd29,4e2c7418-14d0-471e-9d58-0ffd02e15768,5409-3694-9725-5120,debit,silver,green
4c924027-5876-4eba-b427-3fc2cb4fe38c,844a72ab-b51c-4ba9-86ef-5fb50187102f,5200-3303-2915-1557,debit,bronze,yellow
8e832e27-c6c1-4d07-98f9-afa94fd13d08,cb169f42-2da1-4e65-b31b-3243314f9485,5308-7672-2818-5536,credit,silver,red
53ed2edc-5926-40e0-8b0d-6376085fac9a,aebbd60a-4ee7-46af-868f-e7883e2b6c14,5125-0397-2027-5145,debit,bronze,yellow
bede250a-3299-46d4-a78c-872d3ab29826,7f2c05bb-9629-47df-9bc1-3c0ca90baff2,5244-5212-5970-1217,debit,platinum,yellow
cc9723be-ac31-46a7-aa38-22d09503af75,8f5b92c3-1d0d-44ee-9651-7650608e73f4,5125-1672-6317-8895,credit,platinum,green
2652d29e-f2de-44c2-a2bf-4c2a70eec7a2,396f2217-be91-4cad-9607-146775b15632,5271-9849-9756-5276,credit,platinum,red
6d37d9b4-22f6-401b-837e-2dc7043a0196,4de7e17d-e5d4-4011-b6ea-b609e8aa3903,5565-4582-5328-8613,debit,bronze,red
0cfc32a6-42e8-4887-8ca2-15f4d7d31310,ccbd1510-4352-4b30-b8e5-f2c6e0d5bfa1,5420-9194-8354-9236,debit,silver,green
9698f99c-c77d-48c3-9b16-a949a80076da,ef9d289d-20f7-43f9-b21b-f60fff617fc4,5376-7212-5573-2048,debit,silver,red
3f62feb4-0ab4-4e9f-af40-eb05b5b719e8,cd62e508-cc1a-458b-9d6f-b121784e8fee,5438-0400-8251-0188,debit,silver,green
c64daaf7-3dd4-4c1f-bdf0-27bd89f36077,bba136e9-d258-46e2-b3d4-23d2ac4d0a59,5105-5035-5649-6319,credit,silver,red
dafddc75-6671-4c9a-8aa1-ff1efd18aef7,07d11de3-00a3-46b0-9286-257f460dc6e9,5415-0518-1401-4503,debit,platinum,yellow
c2b6338f-bf47-4ec9-850d-b84e3017f718,23b95d04-1f09-498d-9545-82cad23f64fe,5312-4889-9861-9265,debit,bronze,yellow
93833eca-f1ba-42df-a0fe-cdc4d10ac271,2f8ba40a-40f8-48f2-a706-b45e7ed1c6a7,5213-2011-3443-8833,debit,platinum,red
799fbf45-e0d3-419e-af0d-4e5719e113b9,ddd7ceb4-1242-4f38-8c48-093853c51b46,5275-1344-9870-7946,credit,gold,yellow
08b0629b-3b89-4ae6-9766-f5dc0df46f1b,4f699612-ac2f-4d9f-992f-55a1b3f1045a,5230-9636-1397-6109,debit,silver,green
4aaee3e3-6664-4f37-beb1-1ea5a62c5ff9,8f05605e-9f14-433d-a145-7b8a264777ec,5274-7799-2731-5900,credit,gold,green
a97b7410-8481-47d2-8753-dec81ebea311,8641eedc-7638-4098-b682-7cce7f001327,5193-0927-1756-1404,credit,gold,red
24fa402c-d0a0-42ba-81b7-dff9ab7adef9,51c364b1-f7d3-4d59-80e9-1e058c055a75,5320-4062-5159-0759,debit,silver,red
c215929b-4743-439b-8828-ee8272452b6f,450f1335-dc0a-4bd6-b14b-fdaa3e6b3ff7,5344-8592-7503-7755,credit,platinum,yellow
3e474290-1e7d-44a4-97a4-6a310dd93416,03d47dbc-233c-456e-a742-324bbba78a55,5569-8056-4083-5025,credit,bronze,green
761749ef-51d0-4ff1-b3b8-2eebc7b9ac47,58eefd9c-3e81-41d8-aab9-3bc32f9f493f,5584-2806-3812-7788,credit,bronze,red
d0bd1dfb-4d00-4a29-a486-6bde02980fa5,73ea274d-f604-478f-9519-c05803d3fb89,5381-7161-6497-5392,credit,bronze,red
5e552a92-7465-400d-855f-1d9b456eec10,b3f4a09b-57b3-48b6-9f98-298e6dd711e0,5266-4193-0461-0157,debit,gold,yellow
f1f9ae27-7ae2-4146-b535-6d37a3acbbef,2c1db588-c248-4a57-9607-ee495ed26e73,5535-4120-9726-7520,credit,silver,red
ccb1a546-20f4-47a1-8a39-1596ca7be6a8,3d2fe0e7-7d96-425a-aace-a6243087c420,5290-1826-2149-9817,debit,platinum,red
eed1213d-86c9-4020-b616-98ca5a535288,56320216-e2f9-495d-aa8d-6d7d2ba7c8e7,5114-7719-7464-1951,credit,platinum,green
9caf52fd-f1c8-4032-a6a1-b868f30fb3a8,62214eb9-6298-4286-bc8b-642b9136dc4e,5171-2080-7059-8538,credit,gold,red
0fbac8f2-c7be-412f-8e51-053a67c7418a,66c69698-5e40-4942-aaf5-97cc81453e41,5387-6340-2124-5988,debit,gold,red
1f677be2-7f21-4763-9663-b81bbd79552c,32243e5c-d27d-40af-84b7-2e0b46788f10,5455-8552-2042-4143,debit,gold,red
cfcee963-32aa-43d5-9483-5abeb2221485,232327df-f055-438d-bbae-4945d8403df8,5414-8748-0228-2647,credit,bronze,green
7e1b2526-e00d-49a0-8ef8-16e8d6e67287,62aecec6-6581-480b-b2a3-a00d207fb515,5258-9563-2576-8027,credit,silver,yellow
32ef6570-247a-4da4-ba81-065ffc84cfcd,459d5c43-915e-4d50-bc1f-57cf733e8eef,5454-6317-2021-1889,credit,gold,yellow
cee0a2b4-2e75-4c31-8ecc-92708e08255e,a34a6d86-772b-4923-ad3d-9d782ca48bc9,5121-3205-5184-1864,credit,bronze,yellow
f0fc5183-9b85-42ab-ab68-f8ce5554223a,2d87470c-56f8-49ea-9479-69fe0702986c,5527-9116-3306-9068,credit,gold,green
af632545-86db-42d6-bc53-860a9fdbf12b,3c482a0d-c65c-4168-8ea4-979a8e6e918c,5288-7733-5591-3223,credit,gold,yellow
d11c37c6-439e-4741-8d3a-3f21c6624b84,485d175b-10a3-46ea-a8e6-6ae1174e6649,5517-8337-2968-8217,debit,gold,yellow
676071db-e220-4a5e-8957-5fb58d2179f8,9dc0605e-7ece-440a-a2c9-cf4a4652e9de,5514-7177-5232-9224,debit,platinum,yellow
b43f1b79-76a3-43db-bc76-04f2d901519e,6533e41a-17e2-48df-9aa2-33d0320810e1,5511-5296-3147-3450,credit,silver,green
a7e438e5-18af-4f17-832b-7e88ea26e29e,4428351e-8066-4965-9257-19caa1faab34,5227-5081-3312-9526,debit,platinum,yellow
ad3d7638-de84-4cc9-80dd-cabf8494938b,581d3776-6f5e-4f3a-bf8b-b207f3c29192,5417-8197-4563-0060,debit,gold,red
5675c123-b006-4fb3-b4cb-a84782f68221,fba9e750-bf2e-4ab8-97cc-9c74e514afa8,5129-2686-9353-2929,credit,gold,green
02b535d6-5d1b-4455-96b6-c0f1f9425e8b,b590ec03-528e-4444-90fe-52d3b877a700,5327-5799-9824-1523,debit,bronze,green
6b45b7b8-a2b0-4049-818f-8f5c57b777a6,9fcf04e4-f370-4cc9-bf0d-15f24224ae13,5390-7847-9796-6583,debit,platinum,red
9fb3c5e7-e41f-4f2e-b010-37eceefe6405,9f00d1f0-90b6-4c73-9255-6d849d32cc92,5258-0936-2750-7109,credit,gold,yellow
a20cad0e-6441-45bb-84dc-d84d89a68102,127adc62-68a6-4925-914f-9c18022b3ebc,5591-0570-6072-2240,debit,silver,red
eca41227-20cf-4ddb-b36a-f0e48ba8a2d8,fcda5dda-74c7-487a-aec1-8dcfae6f0a4c,5140-5921-4208-9362,credit,gold,red
edf067d4-a46b-4b5d-8053-dca6467c7895,003d489b-c411-44ff-acb2-81b22dd8d0bc,5180-4360-8198-7031,debit,bronze,yellow
ab830e96-5485-4a9a-95cf-85137ca6e020,adf8a13c-b3c4-42e1-a724-bccd9c41b0bd,5500-9275-9684-2912,debit,gold,yellow
4568c779-4bf0-42f4-8a3e-593ac1d9141b,18d36b0d-dac5-45bc-9a90-d750640a4f81,5127-8963-8521-2665,credit,bronze,green
8638b9ad-b977-48c2-837c-de087aec3c0f,2b230e8c-32da-4137-8715-d14b5f71fcf7,5313-7442-4126-6646,debit,bronze,yellow
93446db7-011e-4957-8806-14ba8fffaae8,52f13a6e-9711-4bc5-ac5a-925bb5dfc708,5521-5353-6169-8503,credit,platinum,yellow
b9c3bdb9-e806-44c0-9ee8-bbeb097d931e,e3c1a258-7108-4a05-a8a1-6cbb14a7f6fc,5168-6553-2025-6835,debit,silver,green
b439566c-c195-44cb-a97d-1a5c0fb31b2a,a24f3ee3-eb94-41a2-bff9-3b8e750660b4,5545-4726-0446-4448,credit,bronze,red
196cb757-e690-42b8-a1ce-5705b6280542,833eda23-bddd-44d7-9266-6f0f6096fc2f,5205-0592-7202-5238,debit,gold,green
068c5171-d215-4d70-8d43-891efb7a9e64,b4ea7c21-4b24-491c-9955-a74f46c8983a,5593-3169-9993-2165,debit,bronze,red
1f095d2d-d0f0-4a77-9793-73de19d86fc3,48885370-f21a-4fb4-8e44-c15ca75ff430,5217-1738-7395-6158,debit,bronze,green
c1f0dc93-5eee-41c6-bb3c-2fb34164bb9f,dc186c1b-86e8-41a9-baf9-e4463b87172a,5161-3076-1573-0333,debit,bronze,red
5d070646-ef9e-4e92-9cd3-74d074f5d7b3,2fcb5452-0a85-4057-b2ae-ae4022ed75cf,5576-6658-2762-1411,credit,platinum,red
20ed2d98-8849-4fce-a254-f9f8d4f34687,dbf62f53-9ff0-445b-8f86-254dc4b17776,5528-4113-9644-5687,debit,gold,red
438ee759-1038-4edb-af72-1146599bc39a,0746a2b0-444a-4a12-91b7-75b356499fae,5431-0138-1834-1308,credit,gold,yellow
fbac9ab2-e6e4-4f2f-9462-dba703bdb7fb,7358072c-5197-4161-a17a-abc8dcaa1332,5522-7016-1501-4215,credit,silver,red
9dcadfa1-b2a2-4c37-8ce2-6613df8d897e,f537f253-811f-467c-b6d9-02b9a6f3e497,5147-1280-7941-5180,debit,gold,green
c47e0e14-850d-4a3b-b073-88725616c913,20f51abb-a1e6-49c2-bbf2-29f2a5d6c38d,5519-7204-3079-7387,credit,platinum,green
be030f65-1299-4cd7-a603-1399b165f10a,ee12d259-95fb-45be-86e9-600513b5660b,5128-7772-0068-4917,credit,gold,green
56898906-7de1-48cf-91a9-9843a25604d0,a6c5fadb-2e04-4562-b817-9cd1aab1bbf9,5518-5630-3374-4963,debit,silver,red
a4cae456-ad8b-4357-90a1-90f4910d06a2,a064f15f-db71-4aed-b6ac-617828f13199,5248-3153-0135-0982,debit,gold,red
b2c25bea-845d-4c2c-a476-6383e0af5648,e42546c0-aa2b-4231-836d-cbf6f402611b,5470-1750-6395-7450,credit,bronze,green
648d47d6-180a-4634-9731-5af9f09d28be,8e12b5bc-f286-4d6f-b0f4-c21fdf38112d,5210-0786-0288-5361,credit,silver,yellow
5742ca91-fac3-4578-8f05-8c9110fdb801,7de67c34-2286-44a5-8489-b9677d211952,5334-1642-6133-6689,debit,bronze,red
fb5f5800-7795-47ce-ba7d-449767b0db0f,4cc448a3-5c47-481b-9760-39d987338aff,5537-6085-3453-9961,credit,platinum,green
04a78ab5-f9bd-40c5-9994-29e45a324c15,42983d72-3c44-4f42-9217-881561bfc062,5418-2061-6392-1941,credit,platinum,green
4085a067-2a89-4764-b520-2bf891dca04e,0cf308db-e86e-4838-bf28-5040e4bd8273,5471-3989-4981-7487,credit,gold,green
83c778f1-bd80-42a4-9460-ade8ada0c985,da55c5d7-d76b-4a39-8ac9-3ee7eeff09eb,5366-2181-8405-1592,debit,silver,red
49f3da83-de40-4399-b898-9d80b8f77b59,f9e8a063-6a2e-4d58-a200-65c00aa134ef,5341-7646-9595-8924,credit,platinum,yellow
6e17dad8-4130-45c7-9bb9-9b560939454d,522280ba-eb67-43a1-a748-7eb43c7b230f,5266-6340-4044-7983,debit,silver,yellow
d8ac2010-137a-44b5-a269-1848944be034,734b56b0-6187-4892-b247-5c93c7e9601b,5521-4710-0753-8277,debit,bronze,red
174eb81f-5017-4b52-a6cf-ffa65ea1ef41,1c09089f-26b7-47ea-8e0b-81dd255f2f22,5362-3770-8515-9856,debit,platinum,green
b141d0dc-4586-46a2-8405-d1cd0f0e07bf,180a2dbc-d6d0-4f4a-ac1e-f37892400a0c,5581-0685-8519-4171,credit,gold,yellow
ee509154-3c8b-4d4e-99fb-c51de747e0fb,7c17f8b6-80b9-4401-ac01-fc29b9ddf3cb,5247-2729-8623-0784,debit,silver,green
a6960210-66be-4292-9ca1-f622e8b3c06b,2b8ab32d-1760-4750-9dab-49739651930a,5175-8676-3491-1812,debit,gold,green
33abf237-7c92-4a7f-903b-33fe38ed0107,00417b47-4b82-429d-9319-11f96e1cfa97,5102-9930-9034-8030,debit,bronze,yellow
2275a84e-67a3-4be2-b439-b0513493bba1,eabbf100-3737-490e-b932-c9096858e3f7,5175-2397-1376-8200,debit,platinum,green
ed9cc93d-6374-42ab-ae87-2bba4e7474c0,aab04bfb-4fad-476f-8731-2ed7327fe5c5,5561-6731-3362-1684,debit,bronze,yellow
574f537b-7765-4248-a8f2-83f51a4ae770,a94d7b91-4ee7-405f-8c3f-30c629680052,5465-9271-2422-1863,debit,platinum,yellow
5d26b64b-ce34-4a77-9893-1e9c0c13f382,31e11340-f673-4ded-91d5-c2461128070d,5426-0986-7830-5169,credit,silver,green
e08634bf-df8f-42e6-bc0b-8bcc3e148b08,9c31859d-735e-4004-b772-140dd32295bf,5580-0854-7271-3252,credit,bronze,yellow
68249fe3-c71b-46d5-b51a-f5af5e6d5b53,22cd8cdb-e8f4-4f49-8b56-6cef23bf6407,5181-7661-3626-5101,credit,bronze,red
66668eab-7c06-4002-9710-6cfb2545046c,70c07c18-b7b2-414c-a917-a2e434f1a5f9,5232-0430-1388-1213,credit,bronze,yellow
92f30a1f-1d46-47f3-af0e-dca3224574a6,86dc7688-1365-428f-b587-f515607650f6,5486-4735-8352-6307,debit,silver,green
f2a6317e-d8d7-4f7a-b69d-1066adb1ec2d,29388575-1696-4666-83a2-fd08a47fe2cf,5562-6160-7820-0831,debit,platinum,yellow
b1899390-f805-4876-8c08-80c6383865fa,900cfee0-6044-4bf3-849c-5ab8ff300d31,5423-3164-0437-0254,credit,gold,red
70fa51ea-9f1b-4a0b-b1c3-67451359679c,14ed4867-4c42-4319-9eaa-820ed6e98c6d,5275-6198-3173-7899,credit,bronze,yellow
b5492e2e-fc32-4e49-b3e2-564ba7b6fc4a,daa5173c-94f5-4d7b-bcdd-301c38df3a5a,5266-8034-4584-6319,debit,gold,green
8313fa0b-391e-4951-8671-3427b1a2a71f,d69b6284-ff33-4989-926d-e23e1fb74708,5373-9912-0763-9087,credit,platinum,red
48717c89-57db-4483-9c2f-f94fd9ae1cec,66df85e3-3941-4769-87f1-fddb7806093a,5236-2849-0881-9787,debit,silver,green
75b87888-0b6e-4b7c-ba2c-34b47fd30e59,38b282b7-e01e-4afc-9c20-9d0c2e7c0850,5360-0414-5744-3635,debit,gold,yellow
0b2cce50-596c-4011-acb9-1b83886c8fb7,dd165b39-487d-405b-aa06-2b6ab2a78ba2,5358-1390-1919-7857,debit,silver,red
6966aa24-d5c6-4994-b99a-34826d67af72,768740aa-4ba5-4838-b9a1-320c2dcd6483,5414-6636-5600-7683,debit,silver,green
af18a2ce-14e2-4213-a270-36c6dc12bf49,31dd1882-f178-4294-9539-733ce0aa0fea,5213-6273-6489-6607,debit,platinum,red
5af7d22c-0406-417a-a4b0-066f76b557c4,8c4efdf9-4d83-4c55-92ba-24b4d25e3b5f,5325-1395-9376-5889,debit,platinum,red
d80b85f8-2ae4-443f-bb99-0570d11df05d,5be0537b-16dc-442b-9737-a1befb70a71d,5559-7984-0211-7249,credit,silver,green
fabf9276-aa1f-4f48-8580-9b818d9daf76,09e538a6-80fe-4986-a215-f6852c2ee2c5,5504-9647-3620-4543,credit,silver,green
93b7348c-2831-4db6-9417-58f1285eb422,ed348e84-ad45-4277-887d-6febda051d40,5264-6602-3407-1430,credit,platinum,green
3f739ca9-f965-4116-ab10-6a204b869071,a0ea8652-6ef6-458b-8fe4-51ac930aa38b,5424-7963-6313-0410,debit,bronze,red
9220ccc6-319a-4842-9969-1df02ddc5181,e8f75776-a18f-4a7c-b205-6b09eaa12a10,5404-6472-1640-9796,debit,platinum,yellow
0058f763-6431-4b32-a1f0-c00aa5917d8f,bdcc1416-0c52-4dbe-8a53-3e4f3209d257,5501-2280-7376-4342,debit,bronze,green
411d34f7-6f75-4fd2-b4c6-bff69e35e35e,41d5e8e5-9cd6-4768-b90f-b87a1e6ad083,5415-8096-7782-2522,credit,platinum,yellow
e4a670ad-fc1d-4f0b-b38e-e8a682452357,0deecdf9-6359-4286-9f26-20bebf6eb2a2,5354-0484-5111-0878,credit,platinum,yellow
5c66cda3-4da0-4c32-b7de-717173b90c4c,04e3227f-628a-45a6-b790-4efcd7ad6ac2,5389-1405-1866-1685,credit,gold,yellow
7a0a0504-e0f6-4197-99f9-bdba9d5062df,ec55d3f7-24e4-40a2-b2f5-33aec8ed7de9,5301-7253-8879-1268,debit,platinum,green
6b0a55e1-c5b5-4796-99a4-2abb9501b087,cf234039-3312-42a3-a52e-04691fcb2226,5293-5801-1419-8233,credit,bronze,green
2ddb4ae7-f3a0-4ee9-93d1-a0ff41e2c725,a64bd24a-dac6-4497-a4a1-2e243b9edbf6,5105-1981-2407-3987,debit,platinum,red
a224c251-07b3-43f5-b84a-1cf51bb2e4f0,28a9e96f-487d-4ff4-a90c-10f9afbc7ec2,5230-7063-1257-1550,credit,platinum,yellow
b79b946a-dfbd-4efa-95c2-bdffb230e203,947c732d-e024-47c7-94ea-e5597907717b,5243-5866-9982-7444,debit,silver,green
8abd5e69-5b8e-430a-b42b-362dd870f3e9,1684210a-fd21-4de8-9c10-c2ce8db37b7c,5317-4961-1393-1833,credit,bronze,red
a2cc63c0-f2f5-433a-baa2-31db3e28135b,d57b7567-47d5-465c-9843-e428e96b5ac2,5371-0072-6719-8120,credit,platinum,green
acf02486-fabd-40de-b2a0-48cd24ee0fc6,b7c177cd-f9d6-49c7-bfe1-44fa30b908c1,5465-2734-2768-6217,debit,silver,green
b0e6d9b4-8a69-41e9-8fef-014a083cc6af,25753587-9de7-4ad6-81d9-845beafa9b6b,5171-8873-0751-5769,debit,bronze,green
a159fda8-784b-4676-824b-5dc968b81f9b,ebadaf21-32ed-4704-b43e-471209f311b3,5383-1455-8620-8398,credit,bronze,yellow
0fb8beb5-277a-47f9-8d07-9de5fe36e3c7,c87f2d8a-4b61-4841-9a25-a73fe1402606,5167-5895-6636-0855,credit,gold,yellow
67aef04b-728d-4c4e-830c-a3d03ec2c2b6,bf47f09e-3595-4461-9153-87ea1c27d78c,5255-8642-3942-6943,debit,bronze,yellow
f46025ed-00fd-419b-8382-2d9cc9edcc86,8bfaacf6-3260-4fb6-82c4-79f6cc2691cd,5271-4979-2913-4228,debit,gold,red
88741f2b-0493-4f0c-8f80-62470e0c1ba5,c2eee9ca-b70a-47e8-840d-6a568eff2818,5152-8815-4835-9056,debit,bronze,yellow
15419dfa-5564-457d-b70e-d033fd754a10,5e2c6060-99f0-4f08-a7b2-8757e2f996a1,5197-8581-1679-4424,debit,bronze,green
5a335f5c-3ab3-4ccf-80c7-3247f8131f39,041b7d51-d14e-4fbb-98b3-8a064d034bbf,5386-2842-0012-7432,debit,silver,green
00918fab-fd9d-4a5e-809f-7d5825af5857,80ebafec-381b-456d-a9d6-43bee2c5d2c9,5210-7683-3418-9443,debit,platinum,red
25d8f2fc-4d62-4bab-b550-bd6760a08e41,87e6c05f-c5a1-4563-ba7d-5b3f0b77202b,5404-3728-0343-3469,credit,platinum,red
2f2b95dd-6c35-4e48-8829-498db49f8253,ce407f8b-5595-4a21-b596-07bd7595ddc0,5449-2734-6263-0139,credit,bronze,red
fde72859-d79e-414d-9169-80d37be122d3,ef305944-9444-4376-9e87-740a644d167b,5549-0786-6084-0896,debit,gold,yellow
db8f737d-fd81-4811-b9bc-3909dd8ad190,f5f2bfc0-ea42-4a5c-9592-71cba4462785,5445-8101-9049-9651,debit,bronze,green
c7c420f6-6281-48de-af1d-9005b03dd14a,1b6ad5b8-70cd-4f41-8be5-5805449e1009,5356-4834-1781-4230,debit,silver,green
58e325af-25bf-47e8-b071-2d8a834b1b40,ebfe6153-27f2-42e7-99e1-1976deccd830,5286-7405-5334-1087,credit,platinum,red
4e1c870a-7fa4-4486-9f7c-533031054b8e,b9a3e08f-fc62-4fe6-96a3-35c4d8d0223b,5207-6175-3980-8742,credit,bronze,yellow
58748824-2b04-4491-aef6-ba2b1e7348a4,9041ba58-657e-4178-83c1-959754cb3cb6,5340-5120-9984-3387,credit,gold,red
6570d823-baa3-445d-9a30-14f207f72aab,1d0f3183-19ba-49e7-b8b6-5ed9b0130372,5250-7223-2333-9247,debit,bronze,yellow
f55cb51d-6226-421c-afa8-e4af1e6ef34c,f7558ed3-e7ea-4585-9e65-3634b2692802,5538-2887-6744-1208,credit,platinum,yellow
9e334cb1-8fa1-448b-b13c-a6c91e9d6385,46629869-65e2-4db7-b68d-12e0a1e342e7,5275-9144-8984-0248,debit,silver,yellow
1854abee-3535-479d-8280-5f54a8d142fb,9650e379-1305-4bdf-a45c-b44799479309,5116-4736-7039-7602,debit,silver,yellow
2db74c32-f9c7-47e5-8a1d-38e05155d67b,b319478b-53e9-4eec-870a-97a0a5e3957c,5261-1541-6430-1697,debit,silver,yellow
9fd31611-01e6-4edc-a1ca-0651a9798020,1f97aef6-50bd-4233-9552-6efe4e691250,5580-6643-4072-2230,credit,platinum,red
2e8a0327-7f75-4d7e-a761-27a7255bcbd6,45786e84-0939-494c-a973-b6851f07da50,5137-5079-3872-7723,debit,platinum,green
9cff9af2-b116-4614-84ee-c8e649f3daa0,49a14717-439c-4553-86f6-7c5543471c99,5483-7824-3940-5752,debit,gold,green
f2942f2b-7c8a-422c-8120-8cd16a1223a4,91cc9ea1-55c1-483d-962e-92b483663dc0,5377-0340-9975-7687,credit,platinum,yellow
b013d68c-d0cd-46b1-b96b-c78ebade5c8f,62ede8ee-9413-4860-8a9d-d97994e80820,5172-8084-9919-3966,credit,silver,red
5d032933-133d-49bb-a8e7-23631da9384d,83ac00d7-ceb8-4239-9cb2-9a19671cadea,5568-8126-3869-9232,debit,gold,yellow
dd835529-6ab2-43cb-a95b-f2b63b7d0e00,1f9ae5c7-f8e7-43c5-9453-0183025bd585,5580-6903-0750-9229,debit,gold,green
0be5b7db-c020-471a-8eb2-dcfce6b9389d,c954f19d-648b-4582-b07e-697532ac0291,5256-5405-2483-5175,credit,platinum,green
af9e2e4f-9597-4208-a251-dd0ecda3fca3,fa7bd12d-9896-436d-9a96-a78bee314a3c,5254-4124-1052-6544,debit,platinum,green
e7c5e1a4-9afe-4694-adda-47c3a5aa1908,a6d8b01d-346a-4182-b707-c6805af31bbb,5421-9318-0880-1241,credit,gold,yellow
ce5529e8-a979-4084-8511-edd608da9bec,875f9557-2308-43c2-aa87-187084b083f4,5209-8632-6140-3058,debit,gold,red
ce034b59-0557-4583-8f0c-f87ec9497308,7b226a7f-d518-47ab-a738-709e3929ee71,5318-2433-6453-8522,credit,platinum,green
cb4d32be-9268-4e8f-866f-6d3dd934228c,a7a15f76-ad96-49b5-b97a-a7b001147860,5433-8833-4901-8627,credit,gold,green
ba44d31b-99c5-4f8d-9051-c9837e7aa731,3289417b-fa4a-4380-907b-1f018fe7d76f,5564-7143-5084-8134,credit,gold,red
13519ec7-360b-4476-bd38-666ef6996738,d66031b6-d58b-4c43-bdc6-056bb75448aa,5385-5671-6359-5830,credit,bronze,yellow
49868dae-8307-47ad-93a3-31b00d999941,f5e9e67f-6b4c-454f-a713-b7111b89cb4f,5176-5947-1842-8864,debit,gold,red
c522fa8e-bd41-47be-a168-6551b79142ef,3fc54698-7a59-49e9-9fad-34336f27b54c,5532-8753-8739-2377,credit,silver,green
d88a82f5-2b83-4597-8bb5-cd72f67c15d3,4316db30-51a7-4e9d-908f-ef3902f473e2,5311-3685-0200-2789,debit,platinum,red
